,clicksCount,colorDepth,keyMediumCount,keyMediumSpeed,keyMediumTime,middleSpeed,screenDiagonal,screenHeight,screenWidth,userAgentCoresCount,userAgentDownLink,id,windowHistoryLength,userAgentSaveData,userAgentRtt,screenOrientation_horizontal,userAgentCodeName_Mozilla,userAgentEffectiveType_3g,userAgentEffectiveType_4g,userAgentName_Netscape,userAgentPlatform_Linux,userAgentPlatform_MacOS,userAgentPlatform_Win32,userAgentPlatform_Win64,Class
880,5,24,6,46,644,0.17400994981067866,50,1080,1920,16,11,73,3,True,123.0,1,1,0,1,1,1,0,0,0,0
881,16,24,6,48,495,0.2022152054871016,50,1080,1920,22,18,31,4,True,52.0,1,1,0,1,1,0,1,0,0,0
882,5,24,4,2,442,-0.05569386886703313,50,1080,1920,2,11,84,3,True,173.0,1,1,0,1,1,0,0,0,1,0
883,10,24,18,35,642,0.05255577187186748,50,1080,1920,8,12,13,3,True,24.0,1,1,0,1,1,1,0,0,0,0
884,0,24,13,47,838,0.002761384970391849,50,1080,1920,22,14,73,3,False,136.0,1,1,0,1,1,0,0,0,1,0
885,12,24,6,17,499,0.16161253865008476,50,1080,1920,11,13,65,4,True,138.0,1,1,0,1,1,0,0,0,1,0
886,13,24,4,41,487,0.3758150665771233,50,1080,1920,14,14,79,4,False,151.0,1,1,0,1,1,1,0,0,0,0
887,14,24,5,20,785,0.6806470828419691,50,1080,1920,8,16,4,2,True,71.0,1,1,0,1,1,1,0,0,0,0
888,10,24,6,37,786,0.08366563230254698,50,1080,1920,10,13,36,5,False,160.0,1,1,0,1,1,0,1,0,0,0
889,7,24,4,50,889,0.4690130779127502,50,1080,1920,10,13,51,4,True,87.0,1,1,0,1,1,0,1,0,0,0
890,12,24,11,45,583,-0.08557190953538807,50,1080,1920,6,10,91,2,False,37.0,1,1,0,1,1,1,0,0,0,0
891,22,24,9,51,735,0.2573606055741031,50,1080,1920,14,10,71,5,True,45.0,1,1,0,1,1,0,0,1,0,0
892,7,24,7,18,1044,0.07276459210162438,50,1080,1920,9,13,20,4,False,134.0,1,1,0,1,1,0,1,0,0,0
893,-3,24,5,65,598,-0.08191208294522602,50,1080,1920,14,10,40,2,False,52.0,1,1,0,1,1,0,1,0,0,0
894,15,24,3,35,471,0.17082603377676364,50,1080,1920,16,12,71,4,True,25.0,1,1,0,1,1,0,0,0,1,0
895,12,24,8,31,1173,0.26567881331623844,50,1080,1920,18,12,24,3,True,139.0,1,1,0,1,1,0,0,1,0,0
896,13,24,1,49,659,0.3993634886929697,50,1080,1920,14,15,9,4,True,259.0,1,1,0,1,1,0,0,1,0,0
897,15,24,6,60,568,0.42028100449946415,50,1080,1920,11,9,41,4,False,2.0,1,1,0,1,1,0,1,0,0,0
898,17,24,7,33,939,0.3596629401519726,50,1080,1920,11,11,80,1,True,370.0,1,1,0,1,1,0,0,0,1,0
899,9,24,4,42,282,0.2396474804016791,50,1080,1920,19,8,34,4,False,175.0,1,1,0,1,1,0,0,1,0,0
900,11,24,24,22,879,-0.12267865773338014,50,1080,1920,7,17,45,3,False,13.0,1,1,0,1,1,0,0,1,0,0
901,3,24,13,23,134,0.22889135820302164,50,1080,1920,5,16,49,2,True,56.0,1,1,0,1,1,0,0,0,1,0
902,9,24,8,53,464,0.21207159151883626,50,1080,1920,14,11,73,2,True,88.0,1,1,0,1,1,0,1,0,0,0
903,14,24,6,46,773,0.08634116726707981,50,1080,1920,11,12,9,2,True,77.0,1,1,0,1,1,0,0,0,1,0
904,15,24,4,39,474,0.2551807023993181,50,1080,1920,13,13,76,3,False,47.0,1,1,0,1,1,0,0,0,1,0
905,20,24,22,44,767,0.4168085101957925,50,1080,1920,9,15,38,4,True,28.0,1,1,0,1,1,1,0,0,0,0
906,8,24,3,53,644,0.08957887039592123,50,1080,1920,10,13,12,4,True,148.0,1,1,0,1,1,0,0,1,0,0
907,13,24,4,56,746,0.5736116822277004,50,1080,1920,6,10,90,3,True,77.0,1,1,0,1,1,1,0,0,0,0
908,16,24,7,31,1023,0.2289277866199279,50,1080,1920,12,9,79,3,True,82.0,1,1,0,1,1,0,0,1,0,0
909,5,24,10,29,593,-0.01148985978468936,50,1080,1920,12,15,36,1,False,93.0,1,1,0,1,1,0,1,0,0,0
910,9,24,6,66,1057,-0.07056001972257267,50,1080,1920,17,6,12,6,True,172.0,1,1,0,1,1,1,0,0,0,0
911,13,24,3,38,839,0.3729643720853209,50,1080,1920,12,11,48,4,True,67.0,1,1,0,1,1,0,1,0,0,0
912,9,24,11,26,581,-0.12717611915970226,50,1080,1920,10,11,87,4,True,22.0,1,1,0,1,1,0,0,0,1,0
913,19,24,6,17,612,0.6420146421471185,50,1080,1920,12,8,48,3,False,242.0,1,1,0,1,1,0,0,0,1,0
914,15,24,6,26,531,0.08033613193681502,50,1080,1920,12,9,90,4,False,89.0,1,1,0,1,1,0,0,1,0,0
915,18,24,13,35,729,0.6096613302835221,50,1080,1920,13,16,21,3,False,339.0,1,1,0,1,1,1,0,0,0,0
916,10,24,10,32,1041,0.15389990042298726,50,1080,1920,13,17,93,3,True,307.0,1,1,0,1,1,0,0,1,0,0
917,16,24,12,48,452,0.3469443962817465,50,1080,1920,9,14,98,4,True,134.0,1,1,0,1,1,0,0,0,1,0
918,19,24,11,43,780,0.011406388595416941,50,1080,1920,11,13,22,4,False,62.0,1,1,0,1,1,0,1,0,0,0
919,12,24,8,48,760,0.08226887427710151,50,1080,1920,4,10,64,4,True,131.0,1,1,0,1,1,0,1,0,0,0
920,11,24,15,40,523,0.07261683485038893,50,1080,1920,7,13,10,2,True,143.0,1,1,0,1,1,0,1,0,0,0
921,15,24,3,29,346,0.056624674289995174,50,1080,1920,11,11,48,2,False,66.0,1,1,0,1,1,1,0,0,0,0
922,18,24,3,67,591,-0.0922867815396951,50,1080,1920,13,10,16,3,True,83.0,1,1,0,1,1,0,0,0,1,0
923,15,24,4,41,502,0.2863729733731373,50,1080,1920,5,13,87,4,False,288.0,1,1,0,1,1,0,1,0,0,0
924,16,24,6,33,969,0.01865389597359352,50,1080,1920,9,13,88,5,True,137.0,1,1,0,1,1,0,0,0,1,0
925,8,24,5,45,543,0.17433887653542532,50,1080,1920,16,11,64,1,True,118.0,1,1,0,1,1,1,0,0,0,0
926,19,24,5,56,1181,0.043105175093007715,50,1080,1920,15,11,55,4,False,177.0,1,1,0,1,1,1,0,0,0,0
927,5,24,4,24,461,0.18992517119772745,50,1080,1920,11,7,11,3,False,83.0,1,1,0,1,1,0,0,1,0,0
928,2,24,15,42,1023,0.5082098746189425,50,1080,1920,8,12,37,2,True,249.0,1,1,0,1,1,0,0,0,1,0
929,12,24,4,45,217,0.4936823275975713,50,1080,1920,8,18,3,2,True,147.0,1,1,0,1,1,0,1,0,0,0
930,16,24,6,40,751,0.16236115775295246,50,1080,1920,15,12,35,4,False,274.0,1,1,0,1,1,0,1,0,0,0
931,12,24,8,31,640,0.6954926170622827,50,1080,1920,9,17,24,4,False,199.0,1,1,0,1,1,1,0,0,0,0
932,9,24,11,43,387,0.43030521360176055,50,1080,1920,10,14,45,4,True,1.0,1,1,0,1,1,0,0,0,1,0
933,20,24,11,36,804,0.16695230694370974,50,1080,1920,15,12,13,4,True,27.0,1,1,0,1,1,1,0,0,0,0
934,19,24,3,39,1110,0.0016842059373605167,50,1080,1920,4,16,81,4,True,91.0,1,1,0,1,1,0,0,0,1,0
935,14,24,3,51,468,0.5688350886542712,50,1080,1920,7,10,1,3,False,208.0,1,1,0,1,1,0,0,1,0,0
936,22,24,11,34,911,0.4884189533204316,50,1080,1920,16,16,94,3,True,95.0,1,1,0,1,1,1,0,0,0,0
937,12,24,20,88,625,-0.039807362644964865,50,1080,1920,8,14,66,3,True,104.0,1,1,0,1,1,0,0,0,1,0
938,19,24,7,29,669,0.32248235133704845,50,1080,1920,17,13,13,3,False,3.0,1,1,0,1,1,1,0,0,0,0
939,12,24,8,64,731,0.0006013793316675952,50,1080,1920,10,10,94,2,False,85.0,1,1,0,1,1,0,1,0,0,0
940,2,24,5,30,662,0.442041342966453,50,1080,1920,11,15,51,2,False,105.0,1,1,0,1,1,0,0,1,0,0
941,14,24,7,36,1066,0.07029415914803525,50,1080,1920,5,18,79,3,True,63.0,1,1,0,1,1,0,1,0,0,0
942,9,24,5,54,742,0.3123101744841708,50,1080,1920,16,16,15,2,False,77.0,1,1,0,1,1,1,0,0,0,0
943,7,24,15,57,1002,0.4261300431668634,50,1080,1920,9,12,27,2,False,93.0,1,1,0,1,1,0,0,0,1,0
944,23,24,5,44,504,-0.08833460529165685,50,1080,1920,14,5,98,3,False,103.0,1,1,0,1,1,0,0,0,1,0
945,10,24,3,32,291,0.13581929463446893,50,1080,1920,14,12,17,2,True,101.0,1,1,0,1,1,0,0,1,0,0
946,14,24,7,32,817,0.15453702207139075,50,1080,1920,14,10,80,1,True,34.0,1,1,0,1,1,0,0,0,1,0
947,15,24,4,45,913,0.3670233464906545,50,1080,1920,12,9,2,4,True,83.0,1,1,0,1,1,0,1,0,0,0
948,8,24,4,46,568,0.5382770924568268,50,1080,1920,8,14,55,3,False,102.0,1,1,0,1,1,0,0,0,1,0
949,9,24,7,37,658,-0.11947692151791227,50,1080,1920,18,10,21,4,True,136.0,1,1,0,1,1,0,0,1,0,0
950,8,24,8,50,888,0.1854358352822043,50,1080,1920,16,13,2,3,False,242.0,1,1,0,1,1,0,0,0,1,0
951,20,24,4,45,463,0.2290565370333095,50,1080,1920,9,10,46,4,False,94.0,1,1,0,1,1,0,0,1,0,0
952,12,24,2,56,634,-0.26322729928216865,50,1080,1920,9,14,4,4,True,51.0,1,1,0,1,1,0,0,0,1,0
953,16,24,12,55,256,0.2707375148458124,50,1080,1920,20,14,88,3,False,33.0,1,1,0,1,1,0,0,1,0,0
954,8,24,14,37,440,0.4481501627508513,50,1080,1920,11,10,27,3,False,175.0,1,1,0,1,1,0,0,0,1,0
955,11,24,9,12,1158,0.4004911808238168,50,1080,1920,9,9,13,5,False,189.0,1,1,0,1,1,0,1,0,0,0
956,19,24,6,33,1194,0.3833963697503236,50,1080,1920,11,18,51,4,False,127.0,1,1,0,1,1,0,0,1,0,0
957,18,24,3,51,967,0.4284252028320109,50,1080,1920,14,12,80,3,False,240.0,1,1,0,1,1,1,0,0,0,0
958,19,24,3,26,703,0.7230207810504873,50,1080,1920,16,13,80,2,True,61.0,1,1,0,1,1,0,0,1,0,0
959,22,24,5,22,849,0.06382263929431614,50,1080,1920,20,9,25,3,False,40.0,1,1,0,1,1,1,0,0,0,0
960,15,24,11,40,586,0.4583931156807242,50,1080,1920,11,14,79,2,True,24.0,1,1,0,1,1,0,1,0,0,0
961,7,24,19,59,865,0.12320835170911955,50,1080,1920,10,15,74,3,False,43.0,1,1,0,1,1,0,1,0,0,0
962,1,24,7,31,1052,0.1974010270589492,50,1080,1920,15,13,35,2,True,68.0,1,1,0,1,1,0,0,1,0,0
963,28,24,8,56,339,0.2043189655779787,50,1080,1920,10,12,7,3,True,274.0,1,1,0,1,1,0,0,1,0,0
964,14,24,3,25,215,-0.10420884457140274,50,1080,1920,15,13,24,4,True,137.0,1,1,0,1,1,0,1,0,0,0
965,15,24,10,33,859,0.17268829123982174,50,1080,1920,11,16,42,3,False,188.0,1,1,0,1,1,0,0,0,1,0
966,8,24,8,38,787,0.4109260956389664,50,1080,1920,10,11,85,5,False,27.0,1,1,0,1,1,1,0,0,0,0
967,9,24,9,42,313,0.15943736542539322,50,1080,1920,21,10,69,3,True,29.0,1,1,0,1,1,0,1,0,0,0
968,11,24,9,33,851,0.2028702469751716,50,1080,1920,10,11,86,4,False,50.0,1,1,0,1,1,0,1,0,0,0
969,22,24,9,58,914,0.1443370122306017,50,1080,1920,7,13,44,2,False,132.0,1,1,0,1,1,0,0,0,1,0
970,13,24,6,49,980,0.18711476110450154,50,1080,1920,14,18,80,4,False,104.0,1,1,0,1,1,1,0,0,0,0
971,-6,24,5,35,994,0.5321183547808466,50,1080,1920,10,10,47,1,True,100.0,1,1,0,1,1,0,0,0,1,0
972,7,24,8,31,380,-0.06650609439650293,50,1080,1920,13,10,40,2,False,177.0,1,1,0,1,1,0,1,0,0,0
973,14,24,4,43,1195,0.1982473609982368,50,1080,1920,13,12,23,4,True,15.0,1,1,0,1,1,1,0,0,0,0
974,13,24,11,38,915,0.5315478476091812,50,1080,1920,16,16,73,3,True,158.0,1,1,0,1,1,0,0,1,0,0
975,20,24,19,38,581,0.3422998987033156,50,1080,1920,11,22,69,4,True,17.0,1,1,0,1,1,0,0,1,0,0
976,19,24,0,31,1422,0.14827663487342108,50,1080,1920,12,10,53,3,False,327.0,1,1,0,1,1,0,0,0,1,1
977,10,24,14,13,954,0.09287548087588927,50,1080,1920,11,9,21,2,True,53.0,1,1,0,1,1,0,1,0,0,0
978,10,24,3,46,959,0.6078094177559116,50,1080,1920,13,12,34,4,False,171.0,1,1,0,1,1,0,0,0,1,0
979,6,24,5,34,1279,0.06157489395284588,50,1080,1920,15,18,61,4,True,305.0,1,1,0,1,1,0,0,0,1,0
980,15,24,7,33,775,0.06522927794992181,50,1080,1920,23,10,80,2,False,8.0,1,1,0,1,1,0,1,0,0,0
981,22,24,6,43,949,0.14310116398960387,50,1080,1920,11,14,19,3,False,38.0,1,1,0,1,1,1,0,0,0,0
982,6,24,10,73,745,0.11609280091418073,50,1080,1920,23,12,82,3,True,222.0,1,1,0,1,1,0,0,1,0,0
983,-1,24,8,54,778,0.17167314085966673,50,1080,1920,15,9,50,3,True,127.0,1,1,0,1,1,0,0,1,0,0
984,15,24,5,33,180,0.0834772080405275,50,1080,1920,19,14,24,4,False,62.0,1,1,0,1,1,0,0,0,1,0
985,18,24,8,43,480,-0.2513719223529907,50,1080,1920,9,17,73,4,True,221.0,1,1,0,1,1,0,1,0,0,0
986,11,24,5,70,1143,0.0312894794503374,50,1080,1920,15,9,30,5,False,34.0,1,1,0,1,1,0,1,0,0,0
987,19,24,4,36,526,0.2344812465638517,50,1080,1920,13,21,18,2,True,127.0,1,1,0,1,1,1,0,0,0,0
988,12,24,2,39,632,0.030091863216662382,50,1080,1920,5,9,10,3,False,25.0,1,1,0,1,1,0,0,1,0,0
989,4,24,16,61,788,0.04477511111303872,50,1080,1920,7,15,64,4,False,91.0,1,1,0,1,1,0,0,1,0,0
990,4,24,4,64,598,-0.17163505645411042,50,1080,1920,6,17,9,3,False,93.0,1,1,0,1,1,1,0,0,0,0
991,4,24,9,50,926,0.09346050620781113,50,1080,1920,9,10,46,2,True,44.0,1,1,0,1,1,0,0,1,0,0
992,16,24,6,29,833,0.15720150223606674,50,1080,1920,8,12,28,3,False,65.0,1,1,0,1,1,0,0,0,1,0
993,16,24,8,60,1009,0.03752264011547127,50,1080,1920,14,11,34,2,True,161.0,1,1,0,1,1,0,0,1,0,0
994,15,24,3,39,985,0.3628229616780755,50,1080,1920,8,11,42,3,False,247.0,1,1,0,1,1,0,0,1,0,0
995,15,24,5,51,780,0.11829924592052292,50,1080,1920,7,11,16,4,False,175.0,1,1,0,1,1,0,1,0,0,0
996,13,24,2,29,479,0.3512822836837698,50,1080,1920,13,17,11,3,False,32.0,1,1,0,1,1,0,0,1,0,0
997,7,24,8,38,823,0.1944604108228058,50,1080,1920,15,14,21,3,True,175.0,1,1,0,1,1,1,0,0,0,0
998,11,24,7,28,698,0.06479415580841823,50,1080,1920,14,16,25,3,False,18.0,1,1,0,1,1,0,0,0,1,0
999,8,24,18,48,899,-0.0447357142737865,50,1080,1920,11,13,48,2,False,9.0,1,1,0,1,1,0,0,1,0,0
1000,9,24,10,44,609,-0.1392219768107002,50,1080,1920,10,10,89,4,False,23.0,1,1,0,1,1,0,0,1,0,0
1001,16,24,8,44,612,-0.04842370753480471,50,1080,1920,8,7,8,3,False,11.0,1,1,0,1,1,0,1,0,0,0
1002,13,24,5,24,882,-0.04223719031097376,50,1080,1920,14,13,88,3,False,136.0,1,1,0,1,1,1,0,0,0,0
1003,8,24,11,12,1205,0.5136412640278206,50,1080,1920,8,11,38,3,True,28.0,1,1,0,1,1,0,0,1,0,0
1004,15,24,15,40,526,0.2208376109578279,50,1080,1920,8,15,48,2,True,46.0,1,1,0,1,1,0,0,1,0,0
1005,10,24,5,36,623,0.2839645094325124,50,1080,1920,11,10,66,4,False,157.0,1,1,0,1,1,1,0,0,0,0
1006,10,24,17,52,784,0.009488239614959978,50,1080,1920,14,13,35,4,False,88.0,1,1,0,1,1,0,0,1,0,0
1007,20,24,16,37,860,0.20159725714508894,50,1080,1920,12,13,30,3,False,53.0,1,1,0,1,1,0,0,0,1,0
1008,8,24,4,68,854,0.8212287302796861,50,1080,1920,14,14,87,1,True,280.0,1,1,0,1,1,1,0,0,0,0
1009,21,24,11,36,750,-0.08497895837654948,50,1080,1920,14,15,99,3,False,193.0,1,1,0,1,1,1,0,0,0,0
1010,7,24,4,55,476,0.280290199859737,50,1080,1920,12,13,47,4,False,269.0,1,1,0,1,1,0,0,0,1,0
1011,15,24,3,36,438,0.2866331083038834,50,1080,1920,9,17,98,3,True,93.0,1,1,0,1,1,1,0,0,0,0
1012,6,24,9,42,601,0.18529664099919485,50,1080,1920,12,12,54,3,False,52.0,1,1,0,1,1,0,1,0,0,0
1013,8,24,9,53,635,0.6582232860485272,50,1080,1920,12,15,63,4,True,197.0,1,1,0,1,1,0,0,1,0,0
1014,4,24,8,23,806,0.1543969485801492,50,1080,1920,8,12,33,5,True,184.0,1,1,0,1,1,0,0,1,0,0
1015,8,24,11,41,682,0.32320254086682715,50,1080,1920,14,17,80,2,True,96.0,1,1,0,1,1,1,0,0,0,0
1016,13,24,6,35,634,0.21659225363884124,50,1080,1920,10,11,46,4,True,290.0,1,1,0,1,1,1,0,0,0,0
1017,7,24,10,30,581,0.31284251391870543,50,1080,1920,12,16,63,2,False,8.0,1,1,0,1,1,0,1,0,0,0
1018,14,24,6,21,820,0.4524612711136459,50,1080,1920,13,9,9,1,True,194.0,1,1,0,1,1,1,0,0,0,0
1019,9,24,5,36,667,0.437470430501714,50,1080,1920,11,12,45,3,True,314.0,1,1,0,1,1,1,0,0,0,0
1020,10,24,5,39,734,0.041321398474839566,50,1080,1920,9,9,11,4,False,55.0,1,1,0,1,1,0,1,0,0,0
1021,16,24,6,31,760,0.2235938366537202,50,1080,1920,9,9,73,4,True,5.0,1,1,0,1,1,0,0,1,0,0
1022,16,24,4,13,1062,0.6109862448553166,50,1080,1920,14,18,86,5,True,109.0,1,1,0,1,1,0,0,1,0,0
1023,13,24,16,38,820,0.2378048521903889,50,1080,1920,14,13,11,3,False,168.0,1,1,0,1,1,1,0,0,0,0
1024,17,24,5,48,1151,0.1974758191194404,50,1080,1920,10,13,5,4,True,170.0,1,1,0,1,1,0,1,0,0,0
1025,15,24,9,31,828,0.04711323627929302,50,1080,1920,9,14,48,2,True,239.0,1,1,0,1,1,1,0,0,0,0
1026,8,24,4,49,481,-0.02355963611629966,50,1080,1920,12,12,1,3,True,203.0,1,1,0,1,1,0,1,0,0,0
1027,2,24,4,47,830,0.7320803304219301,50,1080,1920,9,14,61,3,True,38.0,1,1,0,1,1,0,0,0,1,0
1028,-5,24,7,42,1037,-0.002601436858841281,50,1080,1920,7,10,73,3,False,59.0,1,1,0,1,1,0,1,0,0,0
1029,10,24,8,47,506,0.6297018648975891,50,1080,1920,12,7,7,3,False,23.0,1,1,0,1,1,0,0,1,0,0
1030,22,24,7,44,633,-0.09820880619050244,50,1080,1920,9,13,27,1,False,16.0,1,1,0,1,1,1,0,0,0,0
1031,11,24,5,46,439,0.1450051333810775,50,1080,1920,9,12,19,1,False,138.0,1,1,0,1,1,0,0,0,1,0
1032,19,24,4,25,649,0.07332246231848219,50,1080,1920,14,8,39,4,False,117.0,1,1,0,1,1,0,0,1,0,0
1033,13,24,4,47,566,0.3450251349251489,50,1080,1920,14,12,9,3,True,170.0,1,1,0,1,1,0,0,0,1,0
1034,17,24,6,28,676,-0.018930481462380692,50,1080,1920,11,13,86,4,True,192.0,1,1,0,1,1,0,0,0,1,0
1035,18,24,8,22,762,-0.017205466087352482,50,1080,1920,6,14,35,1,True,35.0,1,1,0,1,1,1,0,0,0,0
1036,9,24,6,41,677,0.12716878732509626,50,1080,1920,16,10,9,2,False,40.0,1,1,0,1,1,0,0,0,1,0
1037,8,24,8,35,614,0.4540151792019194,50,1080,1920,6,7,97,3,True,152.0,1,1,0,1,1,0,1,0,0,0
1038,18,24,4,59,676,-0.050031936985581234,50,1080,1920,12,13,91,1,False,310.0,1,1,0,1,1,1,0,0,0,0
1039,5,24,9,37,56,-0.3205825116987258,50,1080,1920,12,11,51,2,False,154.0,1,1,0,1,1,0,0,1,0,0
1040,22,24,9,54,390,0.588185243906745,50,1080,1920,9,14,20,1,True,109.0,1,1,0,1,1,0,0,0,1,0
1041,19,24,6,72,748,0.30540714750215764,50,1080,1920,8,5,91,2,True,98.0,1,1,0,1,1,0,1,0,0,0
1042,15,24,9,71,598,0.4034890600639395,50,1080,1920,11,14,98,4,False,162.0,1,1,0,1,1,1,0,0,0,0
1043,10,24,5,16,391,-0.12242351893411164,50,1080,1920,18,9,29,3,True,19.0,1,1,0,1,1,0,0,1,0,0
1044,15,24,11,22,937,0.5003596109588573,50,1080,1920,14,11,83,2,False,50.0,1,1,0,1,1,1,0,0,0,0
1045,11,24,9,54,622,0.5362035637684579,50,1080,1920,8,8,87,3,False,4.0,1,1,0,1,1,0,1,0,0,0
1046,5,24,6,38,549,0.1122085628484586,50,1080,1920,12,14,2,4,True,165.0,1,1,0,1,1,1,0,0,0,0
1047,8,24,9,36,905,0.17500538610620614,50,1080,1920,8,17,100,5,False,73.0,1,1,0,1,1,0,0,0,1,0
1048,12,24,2,63,339,0.40171841826447857,50,1080,1920,11,10,83,2,False,50.0,1,1,0,1,1,0,0,0,1,0
1049,2,24,2,29,695,0.12239102193273488,50,1080,1920,9,33,19,4,False,59.0,1,1,0,1,1,0,1,0,0,0
1050,11,24,3,43,794,0.1279239448978325,50,1080,1920,9,9,40,2,False,46.0,1,1,0,1,1,0,1,0,0,0
1051,18,24,4,43,743,0.4711918002585449,50,1080,1920,17,12,90,4,False,33.0,1,1,0,1,1,0,1,0,0,0
1052,12,24,6,47,650,0.1710071559683487,50,1080,1920,8,10,100,2,False,82.0,1,1,0,1,1,0,1,0,0,0
1053,11,24,10,37,611,0.7986785014753641,50,1080,1920,7,13,50,3,True,76.0,1,1,0,1,1,1,0,0,0,0
1054,1,24,2,40,1280,0.3103066325492003,50,1080,1920,11,12,63,4,True,3.0,1,1,0,1,1,0,0,1,0,0
1055,21,24,9,27,901,0.2520359034274681,50,1080,1920,11,12,67,2,True,9.0,1,1,0,1,1,0,0,1,0,0
1056,7,24,8,52,434,0.10439785675530562,50,1080,1920,24,16,24,4,True,208.0,1,1,0,1,1,0,0,0,1,0
1057,-6,24,15,37,1237,0.2769285103333769,50,1080,1920,9,11,18,3,False,45.0,1,1,0,1,1,0,1,0,0,0
1058,15,24,3,42,886,-0.09211530670265726,50,1080,1920,14,9,3,3,False,50.0,1,1,0,1,1,0,0,0,1,0
1059,18,24,4,43,1273,0.5337294983194378,50,1080,1920,14,12,67,3,False,295.0,1,1,0,1,1,0,0,1,0,0
1060,8,24,5,51,641,0.3626984800172556,50,1080,1920,11,7,71,4,True,173.0,1,1,0,1,1,0,1,0,0,0
1061,12,24,3,23,1148,0.5423380228721016,50,1080,1920,8,13,69,3,True,165.0,1,1,0,1,1,0,0,0,1,0
1062,16,24,13,35,125,0.010818565358558796,50,1080,1920,11,13,4,4,True,12.0,1,1,0,1,1,1,0,0,0,0
1063,5,24,20,35,659,0.18414948718052926,50,1080,1920,12,8,69,4,True,154.0,1,1,0,1,1,1,0,0,0,0
1064,10,24,3,24,587,0.3893444270037969,50,1080,1920,13,10,14,3,False,240.0,1,1,0,1,1,0,1,0,0,0
1065,11,24,2,43,625,-0.09217048710979604,50,1080,1920,6,7,18,3,True,367.0,1,1,0,1,1,0,0,0,1,0
1066,27,24,7,57,888,0.2669443163243077,50,1080,1920,19,13,4,2,True,8.0,1,1,0,1,1,0,0,0,1,0
1067,17,24,7,26,475,-0.010173519452356054,50,1080,1920,11,10,42,0,True,213.0,1,1,0,1,1,0,0,0,1,0
1068,9,24,11,39,680,0.479539611690518,50,1080,1920,10,14,61,3,True,87.0,1,1,0,1,1,0,0,0,1,0
1069,15,24,7,42,781,0.3155904701336321,50,1080,1920,9,18,38,3,True,245.0,1,1,0,1,1,0,0,0,1,0
1070,6,24,8,10,801,-0.25683806967020434,50,1080,1920,8,15,71,2,True,220.0,1,1,0,1,1,0,0,1,0,0
1071,13,24,10,10,353,-0.2354565323047897,50,1080,1920,9,7,34,6,False,254.0,1,1,0,1,1,0,0,0,1,0
1072,12,24,6,32,450,0.2546594398504155,50,1080,1920,12,12,54,2,True,77.0,1,1,0,1,1,1,0,0,0,0
1073,10,24,4,46,596,0.4963747711951753,50,1080,1920,15,10,67,3,False,30.0,1,1,0,1,1,0,0,0,1,0
1074,12,24,5,39,741,-0.21218796233638765,50,1080,1920,15,10,74,3,True,3.0,1,1,0,1,1,0,0,1,0,0
1075,5,24,13,50,864,-0.12356445984184353,50,1080,1920,5,14,25,2,False,157.0,1,1,0,1,1,0,0,1,0,0
1076,20,24,5,41,970,-0.14336270873348855,50,1080,1920,2,15,7,4,True,72.0,1,1,0,1,1,0,0,1,0,0
1077,10,24,19,46,1395,0.4436568366325627,50,1080,1920,15,12,27,4,True,186.0,1,1,0,1,1,0,0,1,0,0
1078,9,24,14,16,180,-0.10739792509695044,50,1080,1920,15,9,39,3,False,139.0,1,1,0,1,1,0,1,0,0,0
1079,10,24,3,39,799,0.29771153379890025,50,1080,1920,8,13,61,2,False,80.0,1,1,0,1,1,1,0,0,0,0
1080,11,24,11,48,712,0.5041202118830377,50,1080,1920,12,15,56,4,False,204.0,1,1,0,1,1,0,0,1,0,0
1081,6,24,9,26,1212,0.5204984334808097,50,1080,1920,13,14,47,2,False,209.0,1,1,0,1,1,0,0,0,1,0
1082,6,24,10,38,855,0.38470388417083534,50,1080,1920,8,8,75,3,True,66.0,1,1,0,1,1,0,0,1,0,0
1083,10,24,8,34,666,0.38918864130801134,50,1080,1920,12,11,71,3,True,21.0,1,1,0,1,1,0,1,0,0,0
1084,12,24,4,40,781,-0.13579147619271578,50,1080,1920,12,8,58,3,False,62.0,1,1,0,1,1,0,0,0,1,0
1085,15,24,8,31,714,0.1997349514865172,50,1080,1920,7,9,69,3,False,125.0,1,1,0,1,1,0,1,0,0,0
1086,22,24,8,43,1094,0.21784860639576847,50,1080,1920,9,15,84,3,False,88.0,1,1,0,1,1,0,1,0,0,0
1087,16,24,14,43,533,0.18181328399158544,50,1080,1920,8,15,25,4,False,95.0,1,1,0,1,1,1,0,0,0,0
1088,14,24,11,20,679,0.6073554023340806,50,1080,1920,14,10,11,3,False,111.0,1,1,0,1,1,0,0,0,1,0
1089,13,24,13,41,541,0.3363019983896745,50,1080,1920,6,9,81,3,False,50.0,1,1,0,1,1,0,1,0,0,0
1090,6,24,5,20,604,0.08265774259165669,50,1080,1920,11,12,19,1,True,218.0,1,1,0,1,1,0,0,0,1,0
1091,14,24,5,38,659,0.2073106697951521,50,1080,1920,11,13,69,2,False,34.0,1,1,0,1,1,0,0,0,1,0
1092,8,24,15,44,949,0.058517315123161974,50,1080,1920,16,11,94,3,True,55.0,1,1,0,1,1,1,0,0,0,0
1093,12,24,8,39,1131,0.4212768473995772,50,1080,1920,9,12,45,3,False,33.0,1,1,0,1,1,0,0,1,0,0
1094,9,24,9,41,998,0.19146637849959927,50,1080,1920,2,7,35,3,True,192.0,1,1,0,1,1,1,0,0,0,0
